#FeatureId,DATA_DATE,DATA_SRCE,DEC_LONG,DEC_LAT,PID,NAME,STATE,COUNTY,QUAD,LATITUDE,LONGITUDE,POS_DATUM,DATUM_TAG,POS_SRCE,ELEVATION,ELEV_DATUM,ELEV_SRCE,ELLIP_HT,ELLIP_SRCE,POS_ORDER,POS_CHECK,ELEV_ORDER,ELEV_CLASS,ELEV_CHECK,DIST_RATE,ELLP_ORDER,ELLP_CLASS,FIRST_RECV,LAST_RECV,LAST_COND,LAST_RECBY,SAT_USE,SAT_DATE,STABILITY
68,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0340,-106.62194, 35.07278,FO0340,C 48,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 04 22.     (N),106 37 19.     (W),NAD 83,(1986),SCALED    , 1571.492,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,UNK     ,1989    ,MARK NOT FOUND  ,USPSQD,,,D
69,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0364,-106.59861, 35.07944,FO0364,C 51,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 04 46.     (N),106 35 55.     (W),NAD 83,(1986),SCALED    , 1592.119,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,UNK     ,20040916,MARK NOT FOUND  ,GEOCAC,,,D
70,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0076,-106.28806, 34.96472,EQ0076,D 135,NM,BERNALILLO,ESCABOSA (1995),34 57 53.     (N),106 17 17.     (W),NAD 83,(1986),SCALED    , 2193.111,NAVD 88 ,ADJUSTED  ,,,,,2,0,Y,,,,1934    ,1935    ,GOOD            ,CGS,,,A
71,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0372,-106.55028, 35.06167,FO0372,D 225,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 03 42.     (N),106 33 01.     (W),NAD 83,(1986),SCALED    , 1646.856,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1951    ,20100222,MARK NOT FOUND  ,INDIV,,,C
72,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0251,-106.60750, 35.19222,FO0251,D 227,NM,BERNALILLO,ALAMEDA (1990),35 11 32.     (N),106 36 27.     (W),NAD 83,(1986),SCALED    , 1526.006,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1951    ,20050130,MARK NOT FOUND  ,GEOCAC,,,C
73,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0839,-107.01944, 35.01278,FO0839,D 425,NM,BERNALILLO,CANONCITO SCHOOL (1971),35 00 46.     (N),107 01 10.     (W),NAD 83,(1986),SCALED    , 1671.648,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1982    ,1982    ,MONUMENTED      ,NGS,,,B
74,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0870,-106.63194, 35.13722,FO0870,D 438,NM,BERNALILLO,LOS GRIEGOS (1990),35 08 14.     (N),106 37 55.     (W),NAD 83,(1986),SCALED    , 1517.319,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1984    ,20081201,GOOD            ,USACE,Y,20081201,B
75,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0075,-106.29028, 34.93583,EQ0075,E 135,NM,BERNALILLO,ESCABOSA (1995),34 56 09.     (N),106 17 25.     (W),NAD 83,(1986),SCALED    , 2277.533,NAVD 88 ,ADJUSTED  ,,,,,2,0,Y,,,,1934    ,1935    ,GOOD            ,CGS,,,A
76,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0353,-106.60611, 35.04778,FO0353,E 225,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 02 52.     (N),106 36 22.     (W),NAD 83,(1986),SCALED    , 1621.981,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1951    ,19960109,MARK NOT FOUND  ,CHANCE,,,B
77,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0808,-106.65833, 35.10639,FO0808,E 424,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 06 23.     (N),106 39 30.     (W),NAD 83,(1986),SCALED    , 1518.349,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1982    ,20050116,MARK NOT FOUND  ,GEOCAC,,,A
78,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0840,-107.04083, 35.00667,FO0840,E 425,NM,BERNALILLO,CANONCITO SCHOOL (1971),35 00 24.     (N),107 02 27.     (W),NAD 83,(1986),SCALED    , 1674.026,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1982    ,20090920,GOOD            ,GEOCAC,,,B
79,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0871,-106.61611, 35.17917,FO0871,E 438,NM,BERNALILLO,ALAMEDA (1990),35 10 45.     (N),106 36 58.     (W),NAD 83,(1986),SCALED    , 1523.784,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1984    ,20050130,GOOD            ,GEOCAC,N,20050130,B
80,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0204,-106.33028, 35.11444,FO0204,E 53,NM,BERNALILLO,SEDILLO (1995),35 06 52.     (N),106 19 49.     (W),NAD 83,(1986),SCALED    , 2025.390,NAVD 88 ,ADJUSTED  ,,,,,2,0,Y,,,,1934    ,20050328,GOOD            ,NMHD,Y,20050328,C
81,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0823,-106.78247, 35.06636,FO0823,EDGE,NM,BERNALILLO,LA MESITA NEGRA SE (1990),35 03 58.89170(N),106 46 56.89439(W),NAD 83,(1992),ADJUSTED  , 1742.892,NAVD 88 ,ADJUSTED  ,,,3,Y,1,2,Y,,,,1958    ,1982    ,GOOD            ,NGS,,,C
82,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0822,-106.78444, 35.06278,FO0822,EDGE AZ MK,NM,BERNALILLO,LA MESITA NEGRA SE (1990),35 03 46.     (N),106 47 04.     (W),NAD 83,(1986),SCALED    , 1741.629,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1958    ,20050206,GOOD            ,GEOCAC,,,C
83,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0824,-106.78236, 35.06627,FO0824,EDGE RM 3,NM,BERNALILLO,LA MESITA NEGRA SE (1990),35 03 58.58493(N),106 46 56.50344(W),NAD 83,(1992),ADJUSTED  , 1742.856,NAVD 88 ,ADJUSTED  ,,,1,Y,1,2,Y,,,,1969    ,20060205,GOOD            ,GEOCAC,,,C
84,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0074,-106.27917, 34.91333,EQ0074,F 135,NM,BERNALILLO,ESCABOSA (1995),34 54 48.     (N),106 16 45.     (W),NAD 83,(1986),SCALED    , 2241.354,NAVD 88 ,ADJUSTED  ,,,,,2,0,Y,,,,1934    ,1935    ,GOOD            ,CGS,,,A
85,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0310,-106.74806, 35.09500,FO0310,F 225,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 05 42.     (N),106 44 53.     (W),NAD 83,(1986),SCALED    , 1622.484,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1951    ,1951    ,MONUMENTED      ,CGS,,,C
86,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0809,-106.67083, 35.10528,FO0809,F 424,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 06 19.     (N),106 40 15.     (W),NAD 83,(1986),SCALED    , 1517.040,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1982    ,20051105,MARK NOT FOUND  ,GEOCAC,,,A
87,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0841,-107.05917, 35.00083,FO0841,F 425,NM,BERNALILLO,CANONCITO SCHOOL (1971),35 00 03.     (N),107 03 33.     (W),NAD 83,(1986),SCALED    , 1711.168,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1982    ,1982    ,MONUMENTED      ,NGS,,,B
88,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=AA3133,-106.60917, 35.17444,AA3133,F 442,NM,BERNALILLO,ALAMEDA (1990),35 10 28.     (N),106 36 33.     (W),NAD 83,(1986),SCALED    , 1542.538,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1994    ,20050130,GOOD            ,GEOCAC,Y,19990209,B
89,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0209,-106.43750, 35.06583,FO0209,F 53,NM,BERNALILLO,TIJERAS (1990),35 03 57.     (N),106 26 15.     (W),NAD 83,(1986),SCALED    , 1826.364,NAVD 88 ,ADJUSTED  ,,,,,2,0,Y,,,,1934    ,1954    ,MARK NOT FOUND  ,USGS,,,C
90,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1238,-106.55990, 35.05812,FO1238,G 1,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 03 29.22718(N),106 33 35.63821(W),NAD 83,(1992),ADJUSTED  , 1637.52 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,1969    ,MONUMENTED      ,NMHD,,,C
91,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1326,-106.64384, 35.06102,FO1326,G 10,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 03 39.65757(N),106 38 37.81163(W),NAD 83,(1992),ADJUSTED  , 1518.19 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20071110,GOOD            ,INDIV,Y,20071110,C
92,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0073,-106.26306, 34.90111,EQ0073,G 135,NM,BERNALILLO,ESCABOSA (1995),34 54 04.     (N),106 15 47.     (W),NAD 83,(1986),SCALED    , 2170.317,NAVD 88 ,ADJUSTED  ,,,,,2,0,Y,,,,1934    ,1935    ,GOOD            ,CGS,,,C
93,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1197,-106.56902, 35.05821,FO1197,G 2,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 03 29.55184(N),106 34 08.48645(W),NAD 83,(1992),ADJUSTED  , 1626.86 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041219,GOOD            ,GEOCAC,N,20041219,C
94,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0309,-106.76278, 35.10417,FO0309,G 225,NM,BERNALILLO,LA MESITA NEGRA SE (1990),35 06 15.     (N),106 45 46.     (W),NAD 83,(1986),SCALED    , 1679.452,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1951    ,1951    ,MONUMENTED      ,CGS,,,C
95,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1218,-106.57781, 35.05830,FO1218,G 3,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 03 29.89086(N),106 34 40.11485(W),NAD 83,(1992),ADJUSTED  , 1618.55 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041219,MARK NOT FOUND  ,GEOCAC,,,C
96,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0810,-106.67167, 35.09278,FO0810,G 424,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 05 34.     (N),106 40 18.     (W),NAD 83,(1986),SCALED    , 1509.528,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1982    ,1982    ,MONUMENTED      ,NGS,,,B
97,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0633,-107.07889, 34.99417,EQ0633,G 425,NM,BERNALILLO,SOUTH GARCIA (1971),34 59 39.     (N),107 04 44.     (W),NAD 83,(1986),SCALED    , 1729.168,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1982    ,1982    ,MONUMENTED      ,NGS,,,B
98,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0872,-106.59833, 35.20861,FO0872,G 438,NM,BERNALILLO,ALAMEDA (1990),35 12 31.     (N),106 35 54.     (W),NAD 83,(1986),SCALED    , 1536.209,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1984    ,20050113,MARK NOT FOUND  ,GEOCAC,,,A
99,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=AA3132,-106.59639, 35.17472,AA3132,G 442,NM,BERNALILLO,ALAMEDA (1990),35 10 29.     (N),106 35 47.     (W),NAD 83,(1986),SCALED    , 1558.400,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1994    ,20050130,GOOD            ,GEOCAC,N,19990209,B
100,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1223,-106.59062, 35.05820,FO1223,G 5,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 03 29.50383(N),106 35 26.24610(W),NAD 83,(1992),ADJUSTED  , 1628.33 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041221,MARK NOT FOUND  ,GEOCAC,,,C
101,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0363,-106.61306, 35.08111,FO0363,G 53,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 04 52.     (N),106 36 47.     (W),NAD 83,(1986),SCALED    , 1583.064,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1934    ,20041025,MARK NOT FOUND  ,GEOCAC,,,C
102,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1209,-106.60457, 35.05826,FO1209,G 6,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 03 29.71915(N),106 36 16.45651(W),NAD 83,(1992),ADJUSTED  , 1622.86 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041221,MARK NOT FOUND  ,GEOCAC,,,C
103,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1230,-106.61044, 35.05847,FO1230,G 7,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 03 30.50499(N),106 36 37.59940(W),NAD 83,(1992),ADJUSTED  , 1621.57 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041221,MARK NOT FOUND  ,GEOCAC,,,C
104,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1256,-106.61385, 35.05849,FO1256,G 8,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 03 30.55867(N),106 36 49.85641(W),NAD 83,(1992),ADJUSTED  , 1614.57 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041221,MARK NOT FOUND  ,GEOCAC,,,C
105,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1248,-106.62180, 35.05843,FO1248,G 9,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 03 30.35625(N),106 37 18.48229(W),NAD 83,(1992),ADJUSTED  , 1583.32 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041219,MARK NOT FOUND  ,GEOCAC,,,C
106,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1692,-106.62722, 35.05861,FO1692,G 9 A,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 03 31.     (N),106 37 38.     (W),NAD 83,(1986),SCALED    , 1568.430,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1984    ,20041219,MARK NOT FOUND  ,GEOCAC,Y,19911002,D
107,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0336,-106.62335, 35.09205,FO0336,GOLF,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 05 31.36269(N),106 37 24.04644(W),NAD 83,(1992),ADJUSTED  , 1568.099,NAVD 88 ,ADJUSTED  ,,,1,Y,1,2,Y,,,,1946    ,20040916,MARK NOT FOUND  ,GEOCAC,,,C
108,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0337,-106.62326, 35.09211,FO0337,GOLF RM 1,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 05 31.61   (N),106 37 23.75   (W),NAD 83,(1986),HD_HELD1  , 1569.667,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1946    ,20040916,MARK NOT FOUND  ,GEOCAC,,,C
109,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0338,-106.62346, 35.09210,FO0338,GOLF RM 2,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 05 31.57   (N),106 37 24.46   (W),NAD 83,(1986),HD_HELD1  , 1567.717,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1946    ,20040916,MARK NOT FOUND  ,GEOCAC,,,C
110,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0370,-106.55028, 35.06500,FO0370,H 1 H 2,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 03 54.     (N),106 33 01.     (W),NAD 83,(1986),SCALED    , 1647.099,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,UNK     ,20100222,MARK NOT FOUND  ,INDIV,,,C
111,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0072,-106.23667, 34.89694,EQ0072,H 135,NM,BERNALILLO,CHILILI (1991),34 53 49.     (N),106 14 12.     (W),NAD 83,(1986),SCALED    , 2096.623,NAVD 88 ,ADJUSTED  ,,,,,2,0,Y,,,,1935    ,1954    ,MARK NOT FOUND  ,USGS,,,A
112,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0371,-106.55028, 35.06194,FO0371,H 2 H 3,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 03 43.     (N),106 33 01.     (W),NAD 83,(1986),SCALED    , 1646.610,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,UNK     ,20100222,MARK NOT FOUND  ,INDIV,,,C
113,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0307,-106.79361, 35.12333,FO0307,H 225,NM,BERNALILLO,LA MESITA NEGRA SE (1990),35 07 24.     (N),106 47 37.     (W),NAD 83,(1986),SCALED    , 1769.436,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1951    ,20120405,GOOD            ,INDIV,Y,20120405,C
114,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0373,-106.55028, 35.05917,FO0373,H 3 H 4,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 03 33.     (N),106 33 01.     (W),NAD 83,(1986),SCALED    , 1647.031,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,UNK     ,20100222,MARK NOT FOUND  ,INDIV,,,D
115,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0811,-106.68389, 35.10556,FO0811,H 424,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 06 20.     (N),106 41 02.     (W),NAD 83,(1986),SCALED    , 1517.741,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1982    ,20051211,MARK NOT FOUND  ,GEOCAC,,,B
116,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0354,-106.58816, 35.05334,FO0354,HANGAR,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 03 12.02142(N),106 35 17.38451(W),NAD 83,(1992),ADJUSTED  , 1628.681,NAVD 88 ,ADJUSTED  ,,,1,Y,1,2,Y,,,,1948    ,20030520,GOOD            ,JCLS,Y,20030520,C
117,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0355,-106.58817, 35.05309,FO0355,HANGAR RM 2,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 03 11.14   (N),106 35 17.42   (W),NAD 83,(1986),HD_HELD1  , 1628.175,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1948    ,20061121,MARK NOT FOUND  ,GEOCAC,,,C
118,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1151,-106.57708, 35.20426,FO1151,I25 10,NM,BERNALILLO,ALAMEDA (1990),35 12 15.35202(N),106 34 37.49182(W),NAD 83,(1992),ADJUSTED  , 1587.01 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050130,GOOD            ,GEOCAC,Y,20050130,C
119,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1119,-106.57864, 35.19468,FO1119,I25 11,NM,BERNALILLO,ALAMEDA (1990),35 11 40.85332(N),106 34 43.09714(W),NAD 83,(1992),ADJUSTED  , 1587.93 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20071109,GOOD            ,INDIV,,,C
120,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1173,-106.58278, 35.18147,FO1173,I25 12,NM,BERNALILLO,ALAMEDA (1990),35 10 53.28588(N),106 34 57.99437(W),NAD 83,(1992),ADJUSTED  , 1583.82 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050130,MARK NOT FOUND  ,GEOCAC,,,C
121,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1179,-106.58343, 35.17435,FO1179,I25 13,NM,BERNALILLO,ALAMEDA (1990),35 10 27.66077(N),106 35 00.35554(W),NAD 83,(1992),ADJUSTED  , 1587.58 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050130,MARK NOT FOUND  ,GEOCAC,,,C
122,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1135,-106.58573, 35.16338,FO1135,I25 14,NM,BERNALILLO,ALAMEDA (1990),35 09 48.16310(N),106 35 08.64230(W),NAD 83,(1992),ADJUSTED  , 1584.91 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20081121,GOOD            ,USACE,Y,20081121,C
123,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1167,-106.58742, 35.15990,FO1167,I25 15,NM,BERNALILLO,ALAMEDA (1990),35 09 35.64524(N),106 35 14.69554(W),NAD 83,(1992),ADJUSTED  , 1583.94 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050130,MARK NOT FOUND  ,GEOCAC,,,C
124,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1133,-106.58858, 35.15350,FO1133,I25 16,NM,BERNALILLO,ALAMEDA (1990),35 09 12.58409(N),106 35 18.89965(W),NAD 83,(1992),ADJUSTED  , 1584.50 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,1969    ,MONUMENTED      ,NMHD,,,C
125,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1184,-106.59217, 35.14438,FO1184,I25 17,NM,BERNALILLO,ALAMEDA (1990),35 08 39.77288(N),106 35 31.81381(W),NAD 83,(1992),ADJUSTED  , 1577.69 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20081121,MARK NOT FOUND  ,USACE,Y,20041025,C
126,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1165,-106.60035, 35.13790,FO1165,I25 18,NM,BERNALILLO,ALAMEDA (1990),35 08 16.44842(N),106 36 01.26853(W),NAD 83,(1992),ADJUSTED  , 1563.14 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20081121,GOOD            ,USACE,Y,20081121,C
127,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1115,-106.61711, 35.12879,FO1115,I25 20,NM,BERNALILLO,ALAMEDA (1990),35 07 43.64008(N),106 37 01.60065(W),NAD 83,(1992),ADJUSTED  , 1549.04 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20071108,GOOD            ,INDIV,,,C
128,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1245,-106.62239, 35.12248,FO1245,I25 21,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 07 20.93077(N),106 37 20.59588(W),NAD 83,(1992),ADJUSTED  , 1549.05 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050116,MARK NOT FOUND  ,GEOCAC,,,C
129,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1239,-106.62533, 35.11492,FO1239,I25 22,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 06 53.72434(N),106 37 31.18570(W),NAD 83,(1992),ADJUSTED  , 1545.73 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050116,MARK NOT FOUND  ,GEOCAC,,,C
130,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1287,-106.62811, 35.10889,FO1287,I25 23,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 06 32.00335(N),106 37 41.19754(W),NAD 83,(1992),ADJUSTED  , 1539.87 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050116,MARK NOT FOUND  ,GEOCAC,,,C
131,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1292,-106.63174, 35.09777,FO1292,I25 24,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 05 51.96246(N),106 37 54.27524(W),NAD 83,(1992),ADJUSTED  , 1546.18 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050206,MARK NOT FOUND  ,GEOCAC,,,C
132,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1296,-106.63411, 35.09181,FO1296,I25 25,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 05 30.51588(N),106 38 02.79021(W),NAD 83,(1992),ADJUSTED  , 1545.60 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050206,MARK NOT FOUND  ,GEOCAC,,,C
133,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1298,-106.63630, 35.08555,FO1298,I25 26,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 05 07.97824(N),106 38 10.68894(W),NAD 83,(1992),ADJUSTED  , 1545.80 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050206,MARK NOT FOUND  ,GEOCAC,,,C
134,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1302,-106.63708, 35.07937,FO1302,I25 27,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 04 45.73582(N),106 38 13.49687(W),NAD 83,(1992),ADJUSTED  , 1545.38 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050206,GOOD            ,GEOCAC,,,C
